"","activity","subject","Time_Body_Acceleration_mean","Time_Gravity_Acceleration_mean","Time_Body_AccelerationJerk_mean","Time_Body_Gyroscope_mean","Time_Body_GyroscopeJerk_mean","Time_Body_Mags__mean","Time_Gravity_AccelerationMag_mean","Time_Body_Acceleration_Jerk_Mags__mean","Time_Body_GyroscopeMag_mean","Time_Body_GyroscopeJerkMag_mean","Frequency_Body_Acceleration_mean","Frequency_Body_AccelerationJerk_mean","Frequency_Body_Gyroscope_mean","Frequency_Body_AccelerationMag_mean","Frequency_Body_AccelerationJerkMag_mean","Frequency_Body_GyroscopeMag_mean","Frequency_Body_GyroscopeJerkMag_mean","Time_Body_Acceleration_std_deviation","Time_Gravity_Acceleration_std_deviation","Time_Body_AccelerationJerk_std_deviation","Time_Body_Gyroscope_std_deviation","Time_Body_GyroscopeJerk_std_deviation","Time_Body_Mags__std_deviation","Time_Gravity_AccelerationMag_std_deviation","Time_Body_Acceleration_Jerk_Mags__std_deviation","Time_Body_GyroscopeMag_std_deviation","Time_Body_GyroscopeJerkMag_std_deviation","Frequency_Body_Acceleration_std_deviation","Frequency_Body_AccelerationJerk_std_deviation","Frequency_Body_Gyroscope_std_deviation","Frequency_Body_AccelerationMag_std_deviation","Frequency_Body_AccelerationJerkMag_std_deviation","Frequency_Body_GyroscopeMag_std_deviation","Frequency_Body_GyroscopeJerkMag_std_deviation"
"11","LAYING",11,0.280592970877193,-0.134832031403509,0.0766645337017544,-0.0191743840136842,-0.102297501877193,-0.980621180175439,-0.980621180175439,-0.983330628421053,-0.952523752105263,-0.990641248245614,-0.983801365614035,-0.984884874385965,-0.97618747122807,-0.973994004561404,-0.976940774561403,-0.967093356491228,-0.985978837192982,-0.98477733,-0.97956560245614,-0.985259108596491,-0.980836884561403,-0.981724838421053,-0.972891829473684,-0.972891829473684,-0.976504858596491,-0.954713182807018,-0.984476476666667,-0.985322211929825,-0.987122678245614,-0.982424585438596,-0.976037695614035,-0.975126531403509,-0.954849053508772,-0.983569468245614
"12","LAYING",12,0.260113433,-0.3785920653,0.0854295393833333,-0.0146546807316667,-0.0990402297166667,-0.9482046755,-0.9482046755,-0.969843834166667,-0.9308405935,-0.971067768833333,-0.956248487666667,-0.968742758833333,-0.9566538865,-0.9438674399,-0.962448418666667,-0.9454970225,-0.963949607166667,-0.95531868,-0.936458309333333,-0.969276283333333,-0.966090742,-0.9671982025,-0.936542686833333,-0.936542686833333,-0.962580915166667,-0.935725715833333,-0.962012018333333,-0.955207641833333,-0.972820011166667,-0.969254585333333,-0.942133255166667,-0.961653004,-0.940373827666667,-0.961911612333333
"13","LAYING",13,0.276716360483871,-0.156852206467742,0.0767774832096774,-0.00973609968045161,-0.101835573822581,-0.960517768225806,-0.960517768225806,-0.985467853870968,-0.944303111935484,-0.98544626483871,-0.974716920483871,-0.985199684354839,-0.96946349,-0.959535493548387,-0.980754385967742,-0.957681621290323,-0.978150814032258,-0.968891989354839,-0.957875244677419,-0.98541995,-0.972143470322581,-0.981404742903226,-0.947944746612903,-0.947944746612903,-0.980066243387097,-0.944687480967742,-0.975113305645161,-0.966960088387097,-0.98707817516129,-0.973446792419355,-0.949431319193548,-0.978044349516129,-0.946133432096774,-0.972798632258065
"14","LAYING",14,0.233275439803922,-0.145483631627451,0.098140384845098,0.00505221181607843,-0.105446637019608,-0.905978250196078,-0.905978250196078,-0.972576392941176,-0.904665418431373,-0.975621183137255,-0.933936178235294,-0.972010709215686,-0.949959040588235,-0.899463668843137,-0.96798859627451,-0.930151731176471,-0.966455343137255,-0.917501887333333,-0.862136937254902,-0.971473557058824,-0.957221015098039,-0.970274962745098,-0.856593119215686,-0.856593119215686,-0.966450909019608,-0.913433185882353,-0.964009921960784,-0.911972655156863,-0.973491388039216,-0.959740488627451,-0.859606047058823,-0.963607433921569,-0.917760104901961,-0.963666018039216
"15","LAYING",15,0.2894756525,-0.1719930545,0.0767515438611111,-0.0168300887791667,-0.102266714236111,-0.955340661527778,-0.955340661527778,-0.979890228194444,-0.944605127222222,-0.983235025416667,-0.974016176527778,-0.981329999027778,-0.955413596111111,-0.956001034027778,-0.973681222777778,-0.946812642361111,-0.975727853888889,-0.972255551527778,-0.961509742916667,-0.981739386805556,-0.957167680694444,-0.97392395125,-0.943314107916667,-0.943314107916667,-0.973644462777778,-0.924043007638889,-0.973650041666667,-0.971718824583333,-0.983949290694444,-0.958224495416667,-0.94550856,-0.972530077916667,-0.923682244861111,-0.972645710694444
"16","LAYING",16,0.274227162571429,-0.206783742242857,0.0783960268571429,-0.0161545406857143,-0.1022095722,-0.961834634857143,-0.961834634857143,-0.988349656571429,-0.951777099571429,-0.990839526285714,-0.980213187428571,-0.988580046285714,-0.975892407428571,-0.968020521285714,-0.987514525142857,-0.970249638857143,-0.988695277714286,-0.973691429428571,-0.963761977857143,-0.988416723857143,-0.977010769857143,-0.985835459428571,-0.957895927714286,-0.957895927714286,-0.987891003571429,-0.959020036285714,-0.988212425428571,-0.971409075142857,-0.989287359142857,-0.977509583571429,-0.958111895857143,-0.98724716,-0.958975084,-0.988058401142857
"17","LAYING",17,0.269780085577465,-0.19913309,0.077908974656338,-0.0234756467113239,-0.102049763957746,-0.953021411126761,-0.953021411126761,-0.981607627887324,-0.960733121690141,-0.985542411126761,-0.974359280140845,-0.98147206915493,-0.971949211126761,-0.961046326338028,-0.979687318732394,-0.969014444788732,-0.982765526478873,-0.972960567323944,-0.961063222394366,-0.981489017183099,-0.975893061830986,-0.980792372112676,-0.948257993521127,-0.948257993521127,-0.980126745352113,-0.959325498732394,-0.982038121126761,-0.972438525352113,-0.983213244366197,-0.977203498309859,-0.949042531690141,-0.979657231408451,-0.96002383915493,-0.981983437605634
"18","LAYING",18,0.274691576923077,-0.220600509076923,0.0749985010769231,-0.02517618068,-0.0997154236307692,-0.986456241538462,-0.986456241538462,-0.98832154,-0.980740846769231,-0.993095122615385,-0.985179972153846,-0.986404709384615,-0.992436927692308,-0.986788412,-0.988548418307692,-0.984329092153846,-0.991901007538462,-0.984527649230769,-0.982715987538462,-0.985921071076923,-0.992872598,-0.996104441384615,-0.986464542615385,-0.986464542615385,-0.989526277538462,-0.980560877846154,-0.992153054,-0.984321858307692,-0.986641245846154,-0.993019371692308,-0.987648484461539,-0.989710656769231,-0.981468841692308,-0.992737961692308
"19","LAYING",19,0.272653733493976,-0.680043155060241,0.0772317998650602,-0.0312072730559566,-0.0956018266746988,-0.96626080686747,-0.96626080686747,-0.98478434,-0.953263432771084,-0.985342497710843,-0.97453373,-0.983478561807229,-0.974196217590361,-0.971957401325301,-0.980621564096386,-0.965624724457831,-0.981890470361446,-0.965019579518072,-0.958959611084337,-0.983605223493976,-0.981357611445783,-0.976105663493976,-0.963193489036145,-0.963193489036145,-0.980668287831325,-0.955906646506024,-0.980245510843374,-0.962085001204819,-0.985278006987952,-0.983944795060241,-0.964056773975904,-0.979452188433735,-0.957496024457831,-0.97932784746988
"20","LAYING",20,0.239507882205882,-0.472431415573529,0.0892716006470588,-0.0231760616308824,-0.0995033069117647,-0.960743126176471,-0.960743126176471,-0.984670073823529,-0.9604473725,-0.986749500882353,-0.965728781617647,-0.983889985147059,-0.982619403529412,-0.952827071323529,-0.979695458088235,-0.969832241176471,-0.981119820588235,-0.962249114705882,-0.928674215147059,-0.984270728235294,-0.984477414264706,-0.989283577352941,-0.939489444558824,-0.939489444558824,-0.980161687058824,-0.962153597941176,-0.981079301617647,-0.960997907205882,-0.986213883088235,-0.985154588529412,-0.9418940855,-0.979565196911765,-0.964205915441177,-0.981986152941177
"21","LAYING",21,0.271325472455556,-0.174349174822222,0.0820150201077778,-0.0305126188777778,-0.0964118375066667,-0.952596583222222,-0.952596583222222,-0.982800330555556,-0.949278890222222,-0.985915906888889,-0.968234375555556,-0.984188841222222,-0.973410473,-0.953769071222222,-0.978444123888889,-0.962349012888889,-0.982993315111111,-0.955019866222222,-0.945905270555556,-0.984826520888889,-0.975411857555556,-0.984643717333333,-0.942186431444444,-0.942186431444444,-0.978552618777778,-0.949289148,-0.982246471555556,-0.950929451222222,-0.987061376777778,-0.976226919888889,-0.944449070888889,-0.977604878888889,-0.949736575111111,-0.982305117444444
"22","LAYING",22,0.279959721194444,-0.418494577083333,0.0752202242222222,-0.0208311371125,-0.100203934722222,-0.934993799305556,-0.934993799305556,-0.971169779305556,-0.926616373333333,-0.981716936388889,-0.953758542777778,-0.969570326944444,-0.95336692,-0.929818990972222,-0.962654791527778,-0.946055840972222,-0.976638980972222,-0.947735251944444,-0.928781249027778,-0.970355191527778,-0.956641905833333,-0.972092602916667,-0.909407761152778,-0.909407761152778,-0.959849821805556,-0.923911565972222,-0.974201690972222,-0.945656808055556,-0.974126068055556,-0.958030986944444,-0.913267251263889,-0.955635614444444,-0.923552358194444,-0.972789020833333
"23","LAYING",23,0.274038007986111,-0.391564962777778,0.0831787608333333,-0.0113399724663889,-0.102024922819444,-0.962959196805556,-0.962959196805556,-0.987010197361111,-0.949418000972222,-0.984557478611111,-0.970037238333333,-0.986204659166667,-0.979676078055556,-0.967747053194444,-0.985905703888889,-0.966239347916667,-0.981846854305556,-0.956756363194444,-0.947948758194444,-0.986360446805556,-0.981849400972222,-0.985027850416667,-0.957871990555555,-0.957871990555555,-0.986685651527778,-0.957227585972222,-0.981314831666667,-0.952410957638889,-0.987840852638889,-0.982665212638889,-0.958465695416667,-0.986540200694444,-0.959025538194444,-0.98158514125
"24","LAYING",24,0.272850494930556,-0.359292534027778,0.08072123275,-0.0143679929444444,-0.102813809652778,-0.9718540425,-0.9718540425,-0.985529270555556,-0.953791512638889,-0.982780873888889,-0.975893687083333,-0.985998546805556,-0.976570564027778,-0.973171068055556,-0.983108084305556,-0.964001383472222,-0.978596740694444,-0.967984021111111,-0.960412164305556,-0.98636543375,-0.982651720138889,-0.979865720555556,-0.969354834166667,-0.969354834166667,-0.983605927361111,-0.957829934722222,-0.978659102222222,-0.965167081805556,-0.988140517777778,-0.984713284166667,-0.971063024027778,-0.98328511625,-0.961369084583333,-0.980096981111111
"25","LAYING",25,0.250791828613699,-0.461102531369863,0.0879071687671233,0.00372723459589041,-0.101646999342466,-0.56047777609589,-0.56047777609589,-0.962161355890411,-0.809688545342466,-0.969783262465753,-0.929147371232877,-0.972859085753425,-0.890517539315068,-0.774481943616438,-0.96008314739726,-0.910126993561644,-0.96825160890411,-0.909116474109589,-0.829554947808219,-0.973323412328767,-0.889769639726027,-0.957381145068493,-0.649254767945205,-0.649254767945205,-0.961931605342466,-0.856017369726027,-0.96830952260274,-0.902547712465753,-0.976423984657534,-0.891308069041096,-0.651353241643836,-0.963601212876712,-0.850661340684931,-0.970457947534247
"26","LAYING",26,0.271645864540789,-0.621309715263158,0.0866502529210526,-0.0170656239526316,-0.100368640868421,-0.976785042368421,-0.976785042368421,-0.989970604210526,-0.951863594736842,-0.99219798,-0.973262289210526,-0.989224043947368,-0.988386324868421,-0.969269114078947,-0.989138184473684,-0.974305179605263,-0.990430914078947,-0.969445445263158,-0.944472488552632,-0.989315824868421,-0.990328197763158,-0.992665154868421,-0.964355190394737,-0.964355190394737,-0.989101949473684,-0.965676821973684,-0.989917354473684,-0.967971891447368,-0.990410106973684,-0.990970119605263,-0.966576631710526,-0.987901463289474,-0.96613921868421,-0.989628012236842
"27","LAYING",27,0.274102492432432,-0.530434604864865,0.0766268551324324,-0.0195427328781081,-0.101147695256757,-0.982091652162162,-0.982091652162162,-0.988372773648649,-0.966917594459459,-0.994355043783784,-0.980631846891892,-0.986679572567568,-0.987028539054054,-0.981389017702703,-0.988098902567568,-0.979890667972973,-0.993563778648649,-0.978455153108108,-0.971183862702703,-0.986471899324324,-0.988837212162162,-0.993503720810811,-0.978920176216216,-0.978920176216216,-0.988586771351351,-0.971915732837838,-0.993484313243243,-0.977615702567568,-0.987477465405405,-0.989382328918919,-0.980296339054054,-0.988174859594595,-0.971806236756757,-0.993552299324324
"28","LAYING",28,0.2759134825,-0.490334541875,0.0780770644,-0.017367705735,-0.1045116270375,-0.95811223025,-0.95811223025,-0.978455341875,-0.93710692125,-0.978220270625,-0.9739308675,-0.980013419,-0.946804234625,-0.961035587625,-0.9734362485,-0.944218369375,-0.971830582375,-0.9688882955,-0.970599089375,-0.9801647165,-0.95516227975,-0.9608029485,-0.9545740295,-0.9545740295,-0.973312647875,-0.928940913375,-0.96977327725,-0.967324863875,-0.98220590125,-0.958092114,-0.95756401875,-0.972336128625,-0.931675004125,-0.96931982125
"29","LAYING",29,0.287295196811594,-0.346789842753623,0.0718861195971014,-0.0258281004782609,-0.0995339880724638,-0.986493196666667,-0.986493196666667,-0.992725367826087,-0.971923623043478,-0.997322526811594,-0.986626999275362,-0.992153982028986,-0.99312260884058,-0.986800645362319,-0.993998275797101,-0.98400134173913,-0.997617389275362,-0.984219555507246,-0.972939889855073,-0.99200598942029,-0.994276591304348,-0.99654254057971,-0.981572147681159,-0.981572147681159,-0.994646916811594,-0.977040093043478,-0.997666071594203,-0.983432309130435,-0.99254347826087,-0.994652185217391,-0.981599783623188,-0.994366667681159,-0.976679046231884,-0.99758523057971
"30","LAYING",30,0.281033900571429,-0.344737755285714,0.0752196666428571,-0.0267812218571429,-0.102277358585714,-0.969829984285714,-0.969829984285714,-0.97923282,-0.962284921142857,-0.985086413428571,-0.974789999285714,-0.976887901571429,-0.971789052714286,-0.962840820428571,-0.969949269571429,-0.962001199,-0.977821335571429,-0.976362515428571,-0.979563942714286,-0.977463775571429,-0.973662822428571,-0.983775833714286,-0.960167907285714,-0.960167907285714,-0.969642290285714,-0.951264441,-0.976177142571429,-0.977045260571429,-0.980350748142857,-0.974488400714286,-0.964051810714286,-0.968087778,-0.952644449285714,-0.975481548714286
"31","SITTING",1,0.261237565425532,0.831509933404255,0.0774825199574468,-0.045350056512766,-0.0936793807234043,-0.948536786170213,-0.948536786170213,-0.987364195531915,-0.93089249,-0.991976341276596,-0.979641238723404,-0.986597022553191,-0.976161464042553,-0.947782922553192,-0.985262126808511,-0.958435589361702,-0.989797547234043,-0.977229008297872,-0.968457145744681,-0.986430711276596,-0.977211283191489,-0.99173159212766,-0.927078418723404,-0.927078418723404,-0.984120024042553,-0.934531840425532,-0.988308728510638,-0.976412313191489,-0.987492994468085,-0.977904227021277,-0.928444801702128,-0.981606177446808,-0.932198374893617,-0.987049617234043
"32","SITTING",2,0.27708735173913,0.940477273043478,0.0722564387173913,-0.0454706620434783,-0.0936328412826087,-0.967893623913043,-0.967893623913043,-0.986774713043478,-0.946035087173913,-0.991081493913043,-0.985803840652174,-0.987848793695652,-0.982621389565217,-0.96127374826087,-0.983874698913043,-0.971840596086956,-0.989861950869565,-0.986822279565217,-0.979988760869565,-0.988055854130435,-0.985742027826087,-0.989709023043478,-0.953081444130435,-0.953081444130435,-0.984475868043478,-0.961313624130435,-0.989594919565217,-0.98736209,-0.989459107391304,-0.986808501521739,-0.955575602173913,-0.984124185869565,-0.961385745217391,-0.989632908913043
"33","SITTING",3,0.257197599134615,0.901098984615385,0.0726098418653846,-0.0385365204807692,-0.103605889057692,-0.895383350192308,-0.895383350192308,-0.969080752884615,-0.919354372307692,-0.977998051923077,-0.970154440961538,-0.974950363461538,-0.957550637692308,-0.904185725576923,-0.965888891730769,-0.946664943653846,-0.977898105576923,-0.971010120961538,-0.957324457884615,-0.974467390384615,-0.965434768461538,-0.972546905961538,-0.8703017,-0.8703017,-0.966550084230769,-0.925518103807692,-0.976772675961538,-0.971605878461538,-0.976283534807692,-0.968013062884615,-0.874626592115385,-0.966568852884615,-0.925449629,-0.976689802692308
"34","SITTING",4,0.27153827992,0.8693030064,0.0784500239,-0.04944351156,-0.09694948424,-0.93569482,-0.93569482,-0.9701322836,-0.9260633138,-0.9804904618,-0.9774624984,-0.9768457126,-0.9605896358,-0.929002095,-0.9625007338,-0.9487697524,-0.9765477634,-0.980309931,-0.9814052948,-0.9767421962,-0.9701317904,-0.9698997312,-0.9144078448,-0.9144078448,-0.9625491104,-0.928898293,-0.9758066902,-0.9819081892,-0.9787769122,-0.973333107,-0.9198157096,-0.9615845194,-0.9288505544,-0.9762617538
"35","SITTING",5,0.273694139545455,0.880731443863636,0.0749577410909091,-0.0422355209795455,-0.0889747665681818,-0.9379783225,-0.9379783225,-0.969320155681818,-0.934301646590909,-0.973848287045455,-0.977450812045455,-0.976024951136364,-0.957117251818182,-0.936290604545455,-0.964440302272727,-0.944760322045455,-0.971598370227273,-0.980945022045455,-0.983137541590909,-0.975204850227273,-0.966225485,-0.966037012045455,-0.920939027727273,-0.920939027727273,-0.965757731590909,-0.931414810454545,-0.970392610454546,-0.9825908425,-0.976530547272727,-0.969390369318182,-0.925669291136364,-0.966545323409091,-0.934746865454545,-0.970675403409091
"36","SITTING",6,0.276778487454545,0.933692934909091,0.0754721635223636,-0.0372442282830909,-0.0936693524363636,-0.949543531272727,-0.949543531272727,-0.962733502,-0.932703812181818,-0.962929227818182,-0.975351454727273,-0.971037479818182,-0.939671400545455,-0.935750391272727,-0.948348653636364,-0.929725679272727,-0.952034566,-0.980164933636364,-0.988872369272727,-0.969929476363636,-0.957367681818182,-0.943714804727273,-0.931572655636364,-0.931572655636364,-0.948181827818182,-0.921259472727273,-0.950150571818182,-0.982451284727273,-0.971488767454545,-0.963407046545455,-0.939547202909091,-0.947304700363636,-0.929549141636364,-0.951196693454545
"37","SITTING",7,0.284674637291667,0.969147824375,0.0668519793125,-0.04963797197125,-0.0938155625083333,-0.918432107083333,-0.918432107083333,-0.976559676458333,-0.897870535,-0.981665122291667,-0.972697126875,-0.982037243958333,-0.9436317575,-0.90895677625,-0.970954184166667,-0.933081955208333,-0.978634991458333,-0.972668374583333,-0.957082433333333,-0.982158098125,-0.941870953333333,-0.974369045625,-0.881957619770833,-0.881957619770833,-0.970243274166667,-0.898063314375,-0.976214430208333,-0.972879966041667,-0.984026344375,-0.9427264225,-0.88691563825,-0.9684948675,-0.895804978125,-0.97496593875
"38","SITTING",8,0.267491472934783,0.832453878043478,0.0786713761086957,-0.0547396987173913,-0.0923150250434783,-0.952139704347826,-0.952139704347826,-0.986061512173913,-0.93268224326087,-0.991807428043478,-0.981142909782609,-0.984977270652174,-0.982200309782609,-0.947981783478261,-0.980932292391304,-0.965806789347826,-0.987730604130435,-0.979026152391304,-0.966757967173913,-0.985188753695652,-0.984524052826087,-0.993264647391304,-0.929943615630435,-0.929943615630435,-0.980667377391304,-0.953001632173913,-0.986756670869565,-0.978256730652174,-0.986913610652174,-0.985339301521739,-0.93172124,-0.97932021173913,-0.953251156521739,-0.986147262608696
"39","SITTING",9,0.24832674354,0.9163245106,0.077005006374,-0.042328876778,-0.0930708106,-0.8933617176,-0.8933617176,-0.964383757,-0.9032355368,-0.9733641366,-0.959413594,-0.9655962396,-0.950315237,-0.8977181972,-0.9530504408,-0.9344377378,-0.9683155878,-0.9572277914,-0.9552804062,-0.9645358564,-0.9590200492,-0.9645323452,-0.8637564342,-0.8637564342,-0.9517802432,-0.9066063206,-0.9663610734,-0.956903459,-0.9666604036,-0.9618360162,-0.8691725114,-0.9493949814,-0.9064712292,-0.9659970148
"40","SITTING",10,0.270612056481481,0.791887198148148,0.0775372505185185,-0.0432432176851852,-0.0931555026481481,-0.96075719962963,-0.96075719962963,-0.988054237592593,-0.944202043703704,-0.993707487592593,-0.984943144259259,-0.989365013888889,-0.986477363333333,-0.955281010740741,-0.985900801111111,-0.974459732592593,-0.992191529259259,-0.982901825925926,-0.973128354074074,-0.988946414074074,-0.988873097222222,-0.992326657222222,-0.939669591481481,-0.939669591481481,-0.985209856296296,-0.963064577592593,-0.991696196481481,-0.982242427777778,-0.989550917407407,-0.989712360740741,-0.941511952777778,-0.983266741481482,-0.962459956111111,-0.991409100925926
